phase,nf,x_index,incumbent_index,active_objective,full_objective,incumbent_active_objective,incumbent_full_objective,active_residuals,active_circuits,new_residuals_revealed,new_circuits_revealed,union_residuals_revealed,union_circuits_revealed,cumulative_eval_residuals,cumulative_eval_circuits,cumulative_shots_revealed,cumulative_eval_shots,shots_per_circuit,fpr_enabled,fpr_use_union_mask,fpr_selected_residuals,fpr_selected_circuits,fpr_new_residuals,fpr_new_circuits,fpr_union_residuals,fpr_union_circuits,delta,ng,rho,rho_active,rho_full,rho_uses_full_objective,mdec,step_norm,accepted
initial,0,0,0,107169.68277787635,2327144.641237103,107169.68277787635,2327144.641237103,334,167,334,167,334,167,334,167,1002000.0,1002000.0,6000.0,True,True,334,167,334,167,334,167,0.1,,,,,False,,,True
trial,1,1,1,80153.63059378194,1213172.3120651864,80153.63059378194,1213172.3120651864,334,167,0,0,334,167,668,334,1002000.0,2004000.0,6000.0,True,True,334,167,334,167,334,167,0.1,184829.32326858892,15.086571064397797,15.086571064397797,622.0754458610103,False,-1790.7350894232372,0.1,True
trial,2,2,1,315472.43699967343,1509835.6725645612,244405.34368296346,1213172.3120651864,716,358,382,191,716,358,1384,692,2148000.0,4152000.0,6000.0,True,True,682,341,382,191,716,358,0.2,1477022.8121900891,-0.4062719878423866,-0.4062719878423866,-1.6959468519833825,False,-174924.91592671775,0.2,False
trial,3,3,3,138104.87601859396,808866.0651230963,138104.87601859396,808866.0651230963,716,358,0,0,716,358,2100,1050,2148000.0,6300000.0,6000.0,True,True,682,341,382,191,716,358,0.1,1477022.8121900891,0.6456109906492544,0.6456109906492544,2.4555353551041508,False,-164650.95731636963,0.1,True
trial,4,4,3,271357.47776424425,1059761.115063964,181482.49648132536,808866.0651230963,842,421,126,63,842,421,2942,1471,2526000.0,8826000.0,6000.0,True,True,474,237,126,63,842,421,0.2,3056854.3359882003,-0.8055128571899113,-0.8055128571899113,-2.2486701599022587,False,-111574.85629274018,0.2,False
trial,5,5,3,186355.39048374075,772429.3403880481,181482.49648132536,808866.0651230963,842,421,0,0,842,421,3784,1892,2526000.0,11352000.0,6000.0,True,True,474,237,126,63,842,421,0.1,3056854.3359882003,-0.04702288628670013,-0.04702288628670013,0.3516103496252316,False,-103628.13487681691,0.1,False
trial,6,6,6,112840.08684386889,490775.58447470574,112840.08684386889,490775.58447470574,842,421,0,0,842,421,4626,2313,2526000.0,13878000.0,6000.0,True,True,474,237,126,63,842,421,0.05,3056854.3359882003,0.8637624873265186,0.8637624873265186,4.002694925934169,False,-79469.07934137725,0.05,True
trial,7,7,6,257232.7931936878,869515.1885906694,140562.81305825498,490775.58447470574,1052,526,210,105,1052,526,5678,2839,3156000.0,17034000.0,6000.0,True,True,680,340,210,105,1052,526,0.1,1272922.1504372715,-1.0716106461218156,-1.0716106461218156,-3.4787131308970527,False,-108873.47989464668,0.1,False
trial,8,8,8,133561.16224676123,476855.153402278,133561.16224676123,476855.153402278,1052,526,0,0,1052,526,6730,3365,3156000.0,20190000.0,6000.0,True,True,680,340,210,105,1052,526,0.05,1272922.1504372715,0.07149556109094074,0.07149556109094074,0.1421449108140623,False,-97931.26600667983,0.05,True
trial,9,9,8,211966.77964353855,681535.0207283176,148598.64798604738,476855.153402278,1152,576,100,50,1152,576,7882,3941,3456000.0,23646000.0,6000.0,True,True,648,324,100,50,1152,576,0.1,1562667.3183539573,-0.5723758622155533,-0.5723758622155533,-1.8487812797153438,False,-110710.6987569422,0.1,False
